id,year,value,unit,source,vintage,indicator
urban_population_share_pct,1790,5.1,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1791,5.199999999999999,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1792,5.3,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1793,5.4,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1794,5.5,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1795,5.6,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1796,5.699999999999999,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1797,5.8,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1798,5.9,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1799,6.0,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1800,6.1,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1801,6.22,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1802,6.34,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1803,6.46,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1804,6.58,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1805,6.699999999999999,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1806,6.82,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1807,6.94,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1808,7.06,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1809,7.18,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1810,7.3,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1811,7.29,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1812,7.28,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1813,7.27,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1814,7.26,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1815,7.25,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1816,7.24,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1817,7.23,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
urban_population_share_pct,1818,7.22,percent,"U.S. Census Bureau (decennial, linear interpolation)",2025-08-22,urban_population_share_pct
