id,year,value,unit,source,vintage,indicator
gini_household,1967,0.397,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1968,0.386,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1969,0.391,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1970,0.394,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1971,0.396,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1972,0.401,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1973,0.4,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1974,0.395,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1975,0.397,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1976,0.398,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1977,0.402,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1978,0.402,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1979,0.404,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1980,0.403,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1981,0.406,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1982,0.412,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1983,0.414,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1984,0.415,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1985,0.419,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1986,0.425,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1987,0.426,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1988,0.426,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1989,0.431,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1990,0.428,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1991,0.428,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1992,0.433,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1993,0.454,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1994,0.456,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1995,0.45,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1996,0.455,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1997,0.459,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1998,0.456,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,1999,0.458,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2000,0.462,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2001,0.466,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2002,0.462,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2003,0.464,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2004,0.466,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2005,0.469,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2006,0.47,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2007,0.463,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2008,0.466,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2009,0.468,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2010,0.47,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2011,0.477,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2012,0.477,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2013,0.479,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2014,0.48,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2015,0.479,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2016,0.481,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2017,0.4855,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2018,0.486,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2019,0.484,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2020,0.488,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2021,0.494,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2022,0.488,index,U.S. Census Table A-4b,2025-08-22,gini_household
gini_household,2023,0.485,index,U.S. Census Table A-4b,2025-08-22,gini_household
