date,value
1948-01-01,0.0
1952-01-01,0.0
1954-01-01,0.0
1956-01-01,0.0
1958-01-01,0.0
1960-01-01,0.0
1962-01-01,0.0
1964-01-01,0.0
1966-01-01,0.0
1968-01-01,0.0
1970-01-01,0.0
1972-01-01,0.21035120147874306
1974-01-01,0.26412698412698415
1976-01-01,0.2629003558718861
1978-01-01,0.2690972222222222
1980-01-01,0.27447335811648077
1982-01-01,0.26727785613540195
1984-01-01,0.282233052724856
1986-01-01,0.2959558823529412
1988-01-01,0.31666666666666665
1990-01-01,0.25656565656565655
1992-01-01,0.3010060362173038
1994-01-01,0.3576601671309192
1996-01-01,0.3424737456242707
1998-01-01,0.3114754098360656
2000-01-01,0.15439955727725513
2002-01-01,0.3745863666446062
2004-01-01,0.31518151815181517
2008-01-01,0.268733850129199
2012-01-01,0.33784240784578967
2016-01-01,0.2838407494145199
2020-01-01,0.33103864734299515
