date,value
1948-01-01,0.0
1952-01-01,0.526592943654555
1954-01-01,0.5557506584723442
1956-01-01,0.4977298524404086
1958-01-01,0.5510344827586207
1960-01-01,0.5215918712955123
1962-01-01,0.5319969159599075
1964-01-01,0.6021642266072565
1966-01-01,0.5414407436096049
1968-01-01,0.5510597302504817
1970-01-01,0.5381552753815527
1972-01-01,0.510536044362292
1974-01-01,0.5092063492063492
1976-01-01,0.5040035587188612
1978-01-01,0.5269097222222222
1980-01-01,0.5210656753407683
1982-01-01,0.5458392101551481
1984-01-01,0.4718653079308817
1986-01-01,0.5
1988-01-01,0.4676470588235294
1990-01-01,0.5121212121212121
1992-01-01,0.4941649899396378
1994-01-01,0.4668523676880223
1996-01-01,0.5221703617269545
1998-01-01,0.5120999219359875
2000-01-01,0.4914222468179303
2002-01-01,0.46525479814692255
2004-01-01,0.4876237623762376
2008-01-01,0.5878552971576227
2012-01-01,0.5246871829556984
2016-01-01,0.4540983606557377
2020-01-01,0.4632850241545894
