id,year,value,unit,source,vintage,indicator
trust_media_pct,1972,68.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1973,69.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1974,64.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1975,70.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1976,72.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1977,68.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1978,68.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1979,71.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1980,68.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1981,68.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1982,65.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1983,68.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1984,65.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1985,55.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1986,60.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1987,55.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1988,57.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1989,54.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1990,54.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1991,55.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1992,53.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1993,46.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1994,45.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1995,53.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1996,53.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1997,53.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1998,55.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,1999,55.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2000,53.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2001,53.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2002,54.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2003,54.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2004,44.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2005,50.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2006,47.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2007,47.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2008,43.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2009,45.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2010,43.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2011,44.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2012,40.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2013,44.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2014,40.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2015,40.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2016,32.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2017,41.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2018,45.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2019,41.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2020,40.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2021,36.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2022,34.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2023,32.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
trust_media_pct,2024,31.0,percent,Gallup/Knight,2025-08-22,trust_media_pct
