id,year,value,unit,source,vintage,indicator
vep_turnout_pct,1789,11.6,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1790,21.6,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1792,6.3,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1794,25.0,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1796,20.1,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1798,36.0,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1800,32.3,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1802,42.0,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1804,23.8,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1806,45.8,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1808,36.8,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1810,49.8,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1812,40.4,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1814,52.8,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1816,16.9,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1818,41.1,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1820,10.1,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1822,44.7,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1824,26.9,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1826,50.1,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1828,57.3,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1830,55.7,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1832,57.0,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1834,63.0,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1836,56.5,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1838,70.8,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1840,80.3,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1842,61.8,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1844,79.2,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1846,60.3,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1848,72.8,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1850,60.5,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1852,69.5,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1854,66.1,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1856,79.4,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1858,69.1,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1860,81.8,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1862,65.1,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1864,76.3,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1866,71.4,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1868,80.9,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1870,67.0,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1872,72.1,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1874,65.0,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1876,82.6,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1878,65.2,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1880,80.5,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1882,65.7,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1884,78.2,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1886,63.9,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1888,80.5,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1890,64.6,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
vep_turnout_pct,1892,75.8,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_pres_pct
vep_turnout_pct,1894,67.4,percent,United States Elections Project (National VEP Turnout),2025-08-21,vep_turnout_mid_pct
